Opportunity ID,Opportunity Name,Account ID,Owner ID,Stage,Amount,Expected Revenue,Discount,Close Date,Created Date,Lead Source,Customer Type,Probability,
OPP1014,Tabo Impact,ACC003,U007,Closed Won,30183,30116,933,4/10/2025,4/16/2025,Web,New,1,Invalid
OPP1015,Tabo Generation,ACC010,U003,Closed Lost,19943,18980,1306,7/19/2025,7/5/2025,Cold Call,Existing,0,Valid
OPP1016,Tabo Heavy,ACC020,U003,Proposal,21081,17890,3869,3/25/2025,6/27/2025,Referral,Existing,0.5,Invalid
OPP1017,Tabo Beyond,ACC017,U009,Closed Lost,25710,24328,3016,9/16/2025,7/13/2025,Cold Call,New,0,Valid
OPP1018,Tabo Cold,ACC015,U004,Proposal,37945,33315,4799,4/10/2025,3/16/2026,Web,Existing,0.5,Invalid
OPP1019,Tabo Impact,ACC020,U004,Negotiation,18307,18399,870,1/23/2026,11/7/2025,Cold Call,Existing,0.75,Valid
OPP1020,Tabo Heavy,ACC020,U004,Closed Lost,11979,8857,4001,8/1/2025,6/27/2025,Event,New,0,Valid
OPP1021,Tabo Cold,ACC020,U008,Closed Lost,30636,30866,1759,6/27/2025,12/3/2025,Web,New,0,Invalid
OPP1022,Tabo Range,ACC020,U002,Proposal,43797,41303,3122,5/9/2025,3/11/2026,Email,New,0.5,Invalid
OPP1023,Tabo Cold,ACC013,U008,Closed Won,40192,37678,3063,3/28/2025,5/16/2025,Email,New,1,Invalid
OPP1024,Tabo Authority,ACC005,U003,Proposal,18217,16283,2468,2/15/2026,8/11/2025,Event,New,0.5,Valid
OPP1025,Tabo Beyond,ACC009,U002,Closed Lost,15746,16765,533,2/26/2026,7/15/2025,Cold Call,Existing,0,Valid
OPP1026,Tabo Beyond,ACC010,U007,Closed Won,38916,36876,3236,1/30/2026,8/8/2025,Web,New,1,Valid
OPP1027,Tabo Dream,ACC017,U007,Negotiation,46088,46352,989,10/3/2025,7/24/2025,Event,New,0.75,Valid
OPP1028,Tabo Dream,ACC020,U001,Negotiation,9538,9829,1642,1/9/2026,6/2/2025,Web,Existing,0.75,Valid
OPP1029,Tabo Generation,ACC020,U010,Negotiation,35659,35112,863,3/13/2026,5/22/2025,Referral,Existing,0.75,Valid
OPP1030,Tabo Energy,ACC008,U008,Negotiation,38232,35973,3977,1/13/2026,5/21/2025,Email,Existing,0.75,Valid
OPP1031,Tabo Range,ACC017,U003,Closed Lost,24614,23903,948,5/10/2025,10/1/2025,Event,New,0,Invalid
OPP1032,Tabo Heavy,ACC010,U005,Closed Lost,29126,29177,1045,3/4/2026,7/24/2025,Referral,Existing,0,Valid
OPP1033,Tabo Heavy,ACC017,U009,Closed Lost,13048,9946,3699,12/18/2025,12/1/2025,Cold Call,New,0,Valid
OPP1034,Tabo Impact,ACC010,U009,Closed Lost,49083,50373,637,8/1/2025,7/21/2025,Event,New,0,Valid
OPP1035,Tabo Generation,ACC010,U007,Closed Lost,21396,19936,2431,4/13/2025,9/18/2025,Event,New,0,Invalid
OPP1036,Tabo Energy,ACC020,U009,Closed Lost,41220,38375,3507,8/7/2025,2/21/2026,Web,New,0,Invalid
OPP1037,Tabo Beyond,ACC001,U009,Closed Won,39892,36007,4294,6/14/2025,4/24/2025,Referral,New,1,Valid
OPP1038,Tabo Authority,ACC003,U008,Closed Won,10439,10144,1798,8/31/2025,3/9/2026,Event,New,1,Invalid
OPP1039,Tabo Beyond,ACC020,U004,Closed Won,48543,45695,3651,10/29/2025,1/9/2026,Referral,New,1,Invalid
OPP1040,Tabo Authority,ACC002,U004,Negotiation,42961,41693,2776,12/28/2025,4/1/2025,Web,Existing,0.75,Valid
OPP1041,Tabo Range,ACC009,U006,Proposal,30949,30246,2144,11/6/2025,11/10/2025,Event,New,0.5,Invalid
OPP1042,Tabo Energy,ACC010,U008,Closed Won,12468,8348,4767,11/20/2025,5/9/2025,Email,New,1,Valid
OPP1043,Tabo Cold,ACC016,U006,Closed Lost,34874,35715,802,6/2/2025,1/30/2026,Referral,Existing,0,Invalid
OPP1044,Tabo Cold,ACC010,U004,Closed Won,34636,32381,2590,9/4/2025,7/29/2025,Cold Call,New,1,Valid
OPP1045,Tabo Energy,ACC017,U006,Proposal,44190,43279,1454,6/14/2025,5/8/2025,Cold Call,Existing,0.5,Valid
OPP1046,Tabo Range,ACC020,U009,Closed Won,23843,25327,259,8/10/2025,4/10/2025,Referral,Existing,1,Valid
OPP1047,Tabo Generation,ACC020,U005,Proposal,21962,21175,1536,7/20/2025,9/7/2025,Web,Existing,0.5,Invalid
OPP1048,Tabo Authority,ACC017,U001,Closed Lost,24869,20673,4881,3/7/2026,7/20/2025,Web,Existing,0,Valid
OPP1049,Tabo Authority,ACC020,U007,Proposal,48945,47035,3016,9/16/2025,12/3/2025,Referral,New,0.5,Invalid
OPP1050,Tabo Heavy,ACC010,U005,Closed Won,8088,8365,1664,1/21/2026,5/21/2025,Event,New,1,Valid
OPP1051,Tabo Impact,ACC010,U008,Closed Won,37964,37497,947,2/26/2026,10/9/2025,Referral,New,1,Valid
OPP1052,Tabo Generation,ACC006,U002,Closed Won,43893,41779,3145,10/16/2025,9/5/2025,Event,Existing,1,Valid
OPP1053,Tabo Impact,ACC017,U007,Negotiation,25390,22577,2915,4/24/2025,4/23/2025,Referral,New,0.75,Valid
OPP1054,Tabo Energy,ACC010,U005,Negotiation,30975,27513,4864,9/24/2025,12/24/2025,Event,New,0.75,Invalid
OPP1055,Tabo Beyond,ACC001,U001,Negotiation,35269,32583,4387,7/25/2025,7/14/2025,Web,New,0.75,Valid
OPP1056,Tabo Impact,ACC010,U009,Closed Won,12555,12279,1163,5/30/2025,4/29/2025,Referral,Existing,1,Valid
OPP1057,Tabo Energy,ACC017,U005,Proposal,11271,9918,1676,8/2/2025,9/5/2025,Web,New,0.5,Invalid
OPP1058,Tabo Beyond,ACC010,U001,Negotiation,20231,17164,3705,8/21/2025,1/11/2026,Email,Existing,0.75,Invalid
OPP1059,Tabo Impact,ACC017,U006,Proposal,5210,2827,3186,3/19/2025,10/2/2025,Web,Existing,0.5,Invalid
OPP1060,Tabo Energy,ACC013,U005,Closed Lost,12447,13701,399,7/13/2025,12/30/2025,Referral,New,0,Invalid
OPP1061,Tabo Heavy,ACC010,U002,Proposal,33981,29736,4640,1/25/2026,8/11/2025,Event,New,0.5,Valid
OPP1062,Tabo Impact,ACC014,U010,Negotiation,31090,28750,3315,7/7/2025,4/3/2025,Web,New,0.75,Valid
OPP1063,Tabo Authority,ACC005,U004,Closed Won,15235,14728,2299,5/29/2025,3/15/2026,Cold Call,New,1,Invalid
OPP1064,Tabo Energy,ACC014,U010,Negotiation,46255,43486,4570,10/10/2025,1/7/2026,Referral,New,0.75,Invalid
OPP1065,Tabo Range,ACC017,U007,Negotiation,31935,31966,206,5/7/2025,11/25/2025,Web,Existing,0.75,Invalid
OPP1066,Tabo Impact,ACC020,U001,Negotiation,27939,25437,3065,6/1/2025,11/10/2025,Web,Existing,0.75,Invalid
OPP1067,Tabo Energy,ACC005,U008,Closed Won,28207,24882,3957,8/10/2025,6/4/2025,Email,New,1,Valid
OPP1068,Tabo Impact,ACC010,U004,Closed Won,15124,13892,2205,1/28/2026,4/25/2025,Cold Call,New,1,Valid
OPP1069,Tabo Authority,ACC020,U007,Closed Lost,19898,15308,4646,10/18/2025,6/16/2025,Email,New,0,Valid
OPP1070,Tabo Dream,ACC004,U004,Proposal,5667,3201,2646,12/17/2025,7/30/2025,Email,Existing,0.5,Valid
OPP1071,Tabo Range,ACC010,U001,Negotiation,38492,35754,3941,7/28/2025,7/23/2025,Referral,Existing,0.75,Valid
OPP1072,Tabo Dream,ACC020,U003,Proposal,43670,42379,2125,1/5/2026,8/4/2025,Cold Call,New,0.5,Valid
OPP1073,Tabo Authority,ACC020,U010,Negotiation,30426,28244,2523,12/5/2025,3/25/2025,Email,Existing,0.75,Valid
OPP1074,Tabo Authority,ACC010,U001,Closed Lost,31206,28959,3306,5/15/2025,10/1/2025,Cold Call,Existing,0,Invalid
OPP1075,Tabo Cold,ACC005,U008,Proposal,31423,32558,417,3/18/2025,8/19/2025,Event,Existing,0.5,Invalid
OPP1076,Tabo Impact,ACC009,U003,Closed Lost,49277,46561,3669,12/24/2025,11/26/2025,Event,New,0,Valid
OPP1077,Tabo Energy,ACC010,U002,Closed Lost,46302,43853,2704,7/27/2025,4/18/2025,Referral,New,0,Valid
OPP1078,Tabo Energy,ACC017,U008,Closed Won,38490,36962,2039,4/8/2025,11/19/2025,Referral,Existing,1,Invalid
OPP1079,Tabo Cold,ACC020,U001,Proposal,14253,12403,3208,7/18/2025,10/14/2025,Web,Existing,0.5,Invalid
OPP1080,Tabo Authority,ACC014,U008,Closed Won,15881,15519,1270,7/9/2025,9/3/2025,Event,New,1,Invalid
OPP1081,Tabo Authority,ACC020,U003,Negotiation,28341,27494,1544,7/14/2025,4/11/2025,Email,New,0.75,Valid
OPP1082,Tabo Impact,ACC010,U006,Negotiation,26848,27990,16,12/15/2025,8/5/2025,Referral,New,0.75,Valid
OPP1083,Tabo Energy,ACC020,U010,Closed Lost,32319,31395,1409,6/3/2025,4/10/2025,Event,Existing,0,Valid
OPP1084,Tabo Beyond,ACC020,U006,Closed Lost,42215,41443,1315,3/11/2026,12/13/2025,Web,New,0,Valid
OPP1085,Tabo Impact,ACC016,U004,Closed Lost,43475,39182,4782,10/12/2025,3/30/2025,Event,Existing,0,Valid
OPP1086,Tabo Authority,ACC010,U006,Negotiation,48151,48852,365,9/23/2025,9/29/2025,Email,New,0.75,Invalid
OPP1087,Tabo Range,ACC014,U001,Closed Lost,20086,18726,1777,6/5/2025,8/4/2025,Referral,New,0,Invalid
OPP1088,Tabo Heavy,ACC012,U002,Negotiation,9520,8172,1669,9/21/2025,9/11/2025,Email,New,0.75,Valid
OPP1089,Tabo Heavy,ACC017,U003,Proposal,14615,14904,1639,9/13/2025,12/23/2025,Email,New,0.5,Invalid
OPP1090,Tabo Authority,ACC008,U008,Closed Won,22694,22162,1985,5/3/2025,3/12/2026,Cold Call,Existing,1,Invalid
OPP1091,Tabo Energy,ACC010,U001,Closed Won,39737,36044,4046,7/11/2025,9/9/2025,Web,Existing,1,Invalid
OPP1092,Tabo Dream,ACC005,U001,Closed Lost,25547,25661,1298,6/21/2025,11/9/2025,Event,New,0,Invalid
OPP1093,Tabo Dream,ACC006,U008,Closed Lost,47560,47103,2007,2/24/2026,12/8/2025,Cold Call,Existing,0,Valid
OPP1094,Tabo Energy,ACC010,U003,Closed Lost,40114,36611,4262,5/2/2025,12/5/2025,Web,New,0,Invalid
OPP1095,Tabo Range,ACC017,U006,Negotiation,42446,40978,2469,7/18/2025,8/5/2025,Referral,New,0.75,Invalid
OPP1096,Tabo Range,ACC010,U006,Negotiation,24124,21629,3801,5/26/2025,12/18/2025,Email,Existing,0.75,Invalid
OPP1097,Tabo Energy,ACC003,U004,Negotiation,39171,37969,2004,12/28/2025,3/5/2026,Web,Existing,0.75,Invalid
OPP1098,Tabo Beyond,ACC020,U003,Negotiation,33851,30106,4473,5/27/2025,8/8/2025,Email,New,0.75,Invalid
OPP1099,Tabo Dream,ACC020,U008,Proposal,38891,36880,3283,2/17/2026,5/21/2025,Web,New,0.5,Valid
OPP1100,Tabo Authority,ACC020,U001,Closed Won,18170,16642,3321,9/17/2025,4/25/2025,Cold Call,Existing,1,Valid
OPP1101,Tabo Impact,ACC006,U006,Negotiation,27036,24070,3715,6/11/2025,10/6/2025,Email,New,0.75,Invalid
OPP1102,Tabo Energy,ACC010,U009,Closed Lost,13193,10140,3713,5/7/2025,2/6/2026,Email,New,0,Invalid
OPP1103,Tabo Range,ACC009,U002,Closed Won,21091,16763,4951,2/21/2026,9/1/2025,Email,Existing,1,Valid
OPP1104,Tabo Heavy,ACC017,U004,Closed Lost,42602,41422,3020,1/12/2026,3/26/2025,Event,Existing,0,Valid
OPP1105,Tabo Authority,ACC010,U003,Proposal,17417,16946,1273,8/7/2025,7/31/2025,Email,New,0.5,Valid
OPP1106,Tabo Authority,ACC010,U007,Proposal,39377,38466,1086,1/28/2026,7/30/2025,Referral,Existing,0.5,Valid
OPP1107,Tabo Range,ACC011,U006,Closed Won,30423,30293,2120,5/2/2025,11/28/2025,Email,New,1,Invalid
OPP1108,Tabo Cold,ACC017,U003,Closed Won,34864,32080,4459,9/27/2025,7/7/2025,Referral,Existing,1,Valid
OPP1109,Tabo Generation,ACC020,U005,Negotiation,16088,13820,2343,8/30/2025,5/13/2025,Web,New,0.75,Valid
OPP1110,Tabo Authority,ACC011,U007,Closed Won,47979,48174,1326,3/16/2026,10/13/2025,Referral,Existing,1,Valid
OPP1111,Tabo Generation,ACC020,U006,Closed Lost,40498,39169,2604,2/6/2026,9/22/2025,Cold Call,New,0,Valid
OPP1112,Tabo Heavy,ACC005,U005,Proposal,26609,26305,320,1/5/2026,7/5/2025,Web,Existing,0.5,Valid
OPP1113,Tabo Range,ACC010,U003,Proposal,16357,12917,4624,9/6/2025,11/16/2025,Cold Call,Existing,0.5,Invalid
OPP1114,Tabo Heavy,ACC013,U002,Closed Lost,40994,38233,4635,7/6/2025,12/21/2025,Referral,Existing,0,Invalid
OPP1115,Tabo Dream,ACC017,U006,Closed Won,46919,44274,2974,11/1/2025,11/15/2025,Referral,Existing,1,Invalid
OPP1116,Tabo Heavy,ACC020,U006,Closed Won,37156,37287,806,10/25/2025,7/21/2025,Referral,New,1,Valid
OPP1117,Tabo Heavy,ACC001,U005,Closed Lost,10364,8591,2655,10/3/2025,7/25/2025,Email,New,0,Valid
OPP1118,Tabo Dream,ACC020,U006,Closed Lost,30806,27176,3891,9/3/2025,5/24/2025,Referral,Existing,0,Valid
OPP1119,Tabo Generation,ACC004,U004,Proposal,42982,40453,4145,8/26/2025,8/14/2025,Email,Existing,0.5,Valid
OPP1120,Tabo Generation,ACC005,U009,Closed Lost,20923,21987,63,3/22/2025,4/13/2025,Web,Existing,0,Invalid
OPP1121,Tabo Beyond,ACC017,U009,Proposal,39095,35890,3246,7/5/2025,7/9/2025,Cold Call,Existing,0.5,Invalid
OPP1122,Tabo Energy,ACC017,U008,Closed Lost,20848,19560,2898,1/9/2026,4/18/2025,Web,New,0,Valid
OPP1123,Tabo Cold,ACC010,U004,Closed Lost,37994,35869,3120,8/25/2025,6/2/2025,Referral,New,0,Valid
OPP1124,Tabo Range,ACC020,U010,Closed Lost,29070,25861,4356,7/29/2025,5/13/2025,Referral,New,0,Valid
OPP1125,Tabo Energy,ACC017,U006,Closed Won,35625,34362,2745,1/3/2026,11/11/2025,Referral,New,1,Valid
OPP1126,Tabo Beyond,ACC010,U009,Proposal,10512,10599,842,12/20/2025,10/12/2025,Email,Existing,0.5,Valid
OPP1127,Tabo Dream,ACC019,U003,Closed Won,40615,38713,2726,3/18/2025,2/27/2026,Email,New,1,Invalid
OPP1128,Tabo Cold,ACC014,U010,Negotiation,49199,47807,2859,2/26/2026,10/1/2025,Event,New,0.75,Valid
OPP1129,Tabo Authority,ACC001,U006,Negotiation,27946,27760,1086,2/20/2026,2/8/2026,Cold Call,Existing,0.75,Valid
OPP1130,Tabo Cold,ACC014,U004,Proposal,8267,3762,4674,6/26/2025,12/31/2025,Event,Existing,0.5,Invalid
OPP1131,Tabo Beyond,ACC020,U009,Closed Lost,21149,19648,1751,2/9/2026,4/28/2025,Cold Call,Existing,0,Valid
OPP1132,Tabo Energy,ACC010,U002,Closed Lost,32091,30802,2934,3/27/2025,11/19/2025,Web,New,0,Invalid
OPP1133,Tabo Beyond,ACC020,U007,Closed Lost,21503,23193,72,7/26/2025,10/17/2025,Cold Call,Existing,0,Invalid
OPP1134,Tabo Dream,ACC008,U005,Closed Won,13919,11779,4074,10/2/2025,4/27/2025,Email,Existing,1,Valid
OPP1135,Tabo Cold,ACC010,U005,Closed Won,25140,24755,840,11/22/2025,2/8/2026,Event,Existing,1,Invalid
OPP1136,Tabo Generation,ACC017,U003,Closed Lost,39710,36483,3914,8/20/2025,4/2/2025,Cold Call,Existing,0,Valid
OPP1137,Tabo Authority,ACC019,U002,Proposal,41941,41788,730,3/16/2025,12/5/2025,Web,New,0.5,Invalid
OPP1138,Tabo Heavy,ACC020,U004,Proposal,21026,18885,2304,2/7/2026,9/16/2025,Event,New,0.5,Valid
OPP1139,Tabo Dream,ACC005,U010,Negotiation,40666,39749,2362,2/2/2026,10/11/2025,Email,Existing,0.75,Valid
OPP1140,Tabo Generation,ACC007,U005,Negotiation,40849,40991,278,9/3/2025,3/21/2025,Web,Existing,0.75,Valid
OPP1141,Tabo Beyond,ACC007,U005,Closed Lost,19786,19424,757,5/11/2025,8/1/2025,Event,Existing,0,Invalid
OPP1142,Tabo Energy,ACC010,U008,Closed Lost,17715,17333,1572,10/14/2025,1/14/2026,Web,New,0,Invalid
OPP1143,Tabo Dream,ACC018,U009,Closed Lost,17516,18292,609,9/22/2025,4/17/2025,Web,Existing,0,Valid
OPP1144,Tabo Authority,ACC012,U005,Proposal,32150,29407,3951,11/10/2025,9/2/2025,Web,New,0.5,Valid
OPP1145,Tabo Impact,ACC001,U002,Closed Won,17880,17234,1302,5/23/2025,5/4/2025,Web,New,1,Valid
OPP1146,Tabo Authority,ACC010,U005,Proposal,20420,18701,3573,1/6/2026,11/5/2025,Web,New,0.5,Valid
OPP1147,Tabo Dream,ACC017,U003,Negotiation,13306,12930,1223,11/21/2025,1/31/2026,Cold Call,New,0.75,Invalid
OPP1148,Tabo Cold,ACC014,U001,Closed Lost,26950,24199,4744,11/10/2025,1/7/2026,Email,New,0,Invalid
OPP1149,Tabo Beyond,ACC020,U004,Closed Won,27929,27924,23,9/24/2025,3/12/2026,Web,New,1,Invalid
OPP1150,Tabo Beyond,ACC010,U010,Proposal,6316,1970,4759,3/28/2025,12/3/2025,Event,Existing,0.5,Invalid
OPP1151,Tabo Authority,ACC010,U003,Negotiation,20206,19486,779,11/27/2025,11/19/2025,Email,New,0.75,Valid
OPP1152,Tabo Beyond,ACC010,U003,Closed Won,24794,24316,2016,1/28/2026,5/17/2025,Email,Existing,1,Valid
OPP1153,Tabo Range,ACC006,U008,Closed Won,38801,36459,3047,4/6/2025,2/24/2026,Email,Existing,1,Invalid
OPP1154,Tabo Heavy,ACC020,U006,Negotiation,24142,21397,3655,1/31/2026,9/15/2025,Referral,New,0.75,Valid
OPP1155,Tabo Generation,ACC017,U003,Proposal,15572,12735,4185,10/29/2025,4/13/2025,Cold Call,New,0.5,Valid
OPP1156,Tabo Generation,ACC020,U006,Negotiation,24692,24364,2294,5/22/2025,9/21/2025,Email,Existing,0.75,Invalid
OPP1157,Tabo Authority,ACC004,U003,Proposal,10870,7806,3222,1/2/2026,5/27/2025,Email,New,0.5,Valid
OPP1158,Tabo Range,ACC003,U008,Closed Lost,13390,10456,3174,12/21/2025,5/15/2025,Web,Existing,0,Valid
OPP1159,Tabo Dream,ACC001,U009,Closed Won,14293,13553,2428,2/11/2026,6/4/2025,Web,Existing,1,Valid
OPP1160,Tabo Generation,ACC011,U004,Negotiation,7629,7733,1529,12/24/2025,9/19/2025,Web,New,0.75,Valid
OPP1161,Tabo Authority,ACC017,U001,Negotiation,27616,25292,4175,10/3/2025,11/12/2025,Email,New,0.75,Invalid
OPP1162,Tabo Authority,ACC010,U001,Proposal,29844,29160,2526,3/18/2025,1/18/2026,Event,Existing,0.5,Invalid
OPP1163,Tabo Dream,ACC008,U006,Closed Won,46649,46518,295,5/24/2025,4/26/2025,Cold Call,New,1,Valid
OPP1164,Tabo Dream,ACC014,U002,Negotiation,5695,4662,1388,9/5/2025,5/1/2025,Referral,Existing,0.75,Valid
OPP1165,Tabo Range,ACC017,U003,Negotiation,18354,16898,2143,9/15/2025,11/13/2025,Email,New,0.75,Invalid
OPP1166,Tabo Heavy,ACC017,U004,Proposal,35116,34673,1302,2/21/2026,2/16/2026,Web,Existing,0.5,Valid
OPP1167,Tabo Impact,ACC015,U010,Negotiation,19279,16783,2980,12/7/2025,5/27/2025,Event,Existing,0.75,Valid
OPP1168,Tabo Beyond,ACC014,U009,Proposal,28035,27890,1530,9/5/2025,10/9/2025,Referral,New,0.5,Invalid
OPP1169,Tabo Heavy,ACC017,U010,Closed Won,39646,36120,3865,1/1/2026,7/7/2025,Email,Existing,1,Valid
OPP1170,Tabo Authority,ACC020,U004,Negotiation,32871,30247,3237,12/15/2025,1/29/2026,Cold Call,New,0.75,Invalid
OPP1171,Tabo Authority,ACC010,U001,Proposal,39568,38338,2292,11/18/2025,8/4/2025,Event,New,0.5,Valid
OPP1172,Tabo Beyond,ACC002,U010,Negotiation,29557,29168,787,6/15/2025,10/29/2025,Referral,New,0.75,Invalid
OPP1173,Tabo Beyond,ACC011,U007,Closed Won,31140,27002,4235,12/11/2025,7/5/2025,Cold Call,New,1,Valid
OPP1174,Tabo Cold,ACC020,U009,Proposal,42614,39852,2854,1/10/2026,8/9/2025,Event,Existing,0.5,Valid
OPP1175,Tabo Generation,ACC015,U004,Closed Won,28690,24035,4824,4/10/2025,11/22/2025,Email,Existing,1,Invalid
OPP1176,Tabo Generation,ACC010,U010,Proposal,45702,42261,3459,5/10/2025,3/24/2025,Event,New,0.5,Valid
OPP1177,Tabo Beyond,ACC016,U009,Negotiation,45209,43614,1934,10/14/2025,5/21/2025,Email,New,0.75,Valid
OPP1178,Tabo Heavy,ACC020,U002,Closed Won,45727,41721,4573,6/5/2025,11/20/2025,Event,Existing,1,Invalid
OPP1179,Tabo Authority,ACC017,U007,Proposal,7314,4085,3748,2/14/2026,8/22/2025,Web,Existing,0.5,Valid
OPP1180,Tabo Cold,ACC010,U008,Closed Won,15692,10945,4885,6/21/2025,3/26/2025,Referral,Existing,1,Valid
OPP1181,Tabo Authority,ACC017,U003,Negotiation,6416,5365,2733,3/14/2026,8/18/2025,Cold Call,New,0.75,Valid
OPP1182,Tabo Impact,ACC019,U002,Negotiation,13948,12858,3014,11/17/2025,8/6/2025,Referral,Existing,0.75,Valid
OPP1183,Tabo Energy,ACC020,U007,Closed Lost,32870,31461,3066,1/20/2026,11/17/2025,Web,Existing,0,Valid
OPP1184,Tabo Range,ACC019,U009,Closed Won,24972,24755,1408,5/11/2025,10/10/2025,Email,New,1,Invalid
OPP1185,Tabo Beyond,ACC020,U003,Negotiation,41888,40971,2535,3/10/2026,3/3/2026,Event,New,0.75,Valid
OPP1186,Tabo Impact,ACC020,U005,Closed Lost,30271,26818,4057,8/27/2025,11/5/2025,Event,New,0,Invalid
OPP1187,Tabo Heavy,ACC006,U006,Negotiation,32492,31364,1541,4/24/2025,12/22/2025,Web,Existing,0.75,Invalid
OPP1188,Tabo Impact,ACC017,U006,Closed Lost,17682,17699,810,1/20/2026,12/13/2025,Email,New,0,Valid
OPP1189,Tabo Energy,ACC010,U010,Proposal,19162,14578,4983,1/18/2026,8/4/2025,Referral,New,0.5,Valid
OPP1190,Tabo Beyond,ACC010,U003,Closed Won,39952,41481,440,7/4/2025,7/31/2025,Event,New,1,Invalid
OPP1191,Tabo Impact,ACC016,U008,Proposal,46551,46043,2139,5/23/2025,10/14/2025,Referral,New,0.5,Invalid
OPP1192,Tabo Dream,ACC017,U009,Closed Won,42233,38773,4167,9/6/2025,3/11/2026,Email,Existing,1,Invalid
OPP1193,Tabo Dream,ACC010,U004,Closed Won,40780,41426,222,3/16/2026,12/26/2025,Email,New,1,Valid
OPP1194,Tabo Range,ACC017,U007,Negotiation,38337,33653,4854,4/2/2025,3/17/2025,Cold Call,Existing,0.75,Valid
OPP1195,Tabo Cold,ACC017,U008,Proposal,37268,35439,2496,8/26/2025,1/12/2026,Event,Existing,0.5,Invalid
OPP1196,Tabo Energy,ACC020,U001,Closed Won,24268,22481,1864,12/13/2025,7/9/2025,Cold Call,New,1,Valid
OPP1197,Tabo Dream,ACC004,U009,Proposal,15851,13963,2846,10/9/2025,1/9/2026,Cold Call,Existing,0.5,Invalid
OPP1198,Tabo Dream,ACC014,U002,Closed Lost,43032,42490,1145,10/27/2025,11/24/2025,Event,Existing,0,Invalid
OPP1199,Tabo Energy,ACC019,U008,Closed Won,45677,43364,3200,4/26/2025,1/14/2026,Email,Existing,1,Invalid
OPP1200,Tabo Beyond,ACC003,U004,Closed Lost,23128,23531,1051,6/15/2025,3/10/2026,Event,Existing,0,Invalid
OPP1201,Tabo Dream,ACC010,U002,Proposal,21599,17403,4551,7/16/2025,3/18/2025,Event,New,0.5,Valid
OPP1202,Tabo Range,ACC008,U008,Closed Won,36204,33386,4573,9/27/2025,1/31/2026,Cold Call,New,1,Invalid
OPP1203,Tabo Range,ACC010,U002,Closed Won,44080,41212,4439,11/24/2025,10/25/2025,Event,New,1,Valid
OPP1204,Tabo Authority,ACC013,U003,Proposal,47622,47526,1126,3/31/2025,1/23/2026,Cold Call,New,0.5,Invalid
OPP1205,Tabo Cold,ACC017,U006,Closed Won,5186,6117,895,7/29/2025,2/4/2026,Web,New,1,Invalid
OPP1206,Tabo Impact,ACC007,U010,Negotiation,15653,14418,2643,9/24/2025,12/5/2025,Email,Existing,0.75,Invalid
OPP1207,Tabo Dream,ACC020,U001,Closed Won,40876,41224,1454,10/22/2025,6/3/2025,Event,Existing,1,Valid
OPP1208,Tabo Impact,ACC010,U010,Negotiation,22604,22934,1150,1/24/2026,7/11/2025,Cold Call,New,0.75,Valid
OPP1209,Tabo Dream,ACC004,U005,Closed Won,46307,45713,1202,3/4/2026,6/11/2025,Event,New,1,Valid
OPP1210,Tabo Dream,ACC020,U010,Closed Lost,21524,22278,113,11/27/2025,5/26/2025,Web,Existing,0,Valid
OPP1211,Tabo Cold,ACC010,U004,Closed Won,22564,22682,85,4/27/2025,8/19/2025,Cold Call,New,1,Invalid
OPP1212,Tabo Cold,ACC019,U002,Proposal,27931,26352,2940,6/26/2025,5/26/2025,Referral,Existing,0.5,Valid
OPP1213,Tabo Cold,ACC010,U004,Negotiation,34919,35049,299,12/19/2025,8/1/2025,Email,Existing,0.75,Valid
OPP1214,Tabo Impact,ACC020,U005,Proposal,35960,34526,1587,12/21/2025,11/15/2025,Cold Call,Existing,0.5,Valid
OPP1215,Tabo Range,ACC010,U007,Closed Lost,9732,9357,1641,3/15/2026,1/15/2026,Cold Call,Existing,0,Valid
OPP1216,Tabo Impact,ACC010,U010,Proposal,46179,42525,4917,5/27/2025,3/16/2025,Web,Existing,0.5,Valid
OPP1217,Tabo Energy,ACC010,U003,Closed Lost,35036,35616,307,7/20/2025,8/17/2025,Cold Call,Existing,0,Invalid
OPP1218,Tabo Dream,ACC004,U009,Negotiation,6981,3627,4087,10/20/2025,1/31/2026,Cold Call,Existing,0.75,Invalid
OPP1219,Tabo Dream,ACC017,U009,Closed Won,25836,22384,3773,3/21/2025,1/10/2026,Referral,Existing,1,Invalid
OPP1220,Tabo Beyond,ACC020,U009,Closed Lost,44290,40384,4883,12/2/2025,8/5/2025,Referral,New,0,Valid
OPP1221,Tabo Heavy,ACC020,U002,Closed Won,15377,12180,3403,10/25/2025,7/4/2025,Web,New,1,Valid
OPP1222,Tabo Impact,ACC010,U006,Negotiation,23335,23730,807,7/8/2025,8/28/2025,Event,New,0.75,Invalid
OPP1223,Tabo Cold,ACC020,U010,Closed Lost,39281,39140,1970,1/21/2026,2/20/2026,Web,Existing,0,Invalid
OPP1224,Tabo Beyond,ACC017,U003,Closed Lost,7385,7254,1108,2/7/2026,10/16/2025,Email,Existing,0,Valid
OPP1225,Tabo Energy,ACC017,U009,Negotiation,18180,14493,4604,5/28/2025,5/18/2025,Email,New,0.75,Valid
OPP1226,Tabo Energy,ACC008,U010,Negotiation,23189,24026,655,7/12/2025,9/16/2025,Web,New,0.75,Invalid
OPP1227,Tabo Range,ACC020,U009,Closed Won,27841,27436,2222,11/25/2025,7/8/2025,Cold Call,Existing,1,Valid
